Username,comment,sentimen,label_int,skor,alasan
Ye Yu (葉雨),KITA UDAH BAYAR PAJAK,neutral,1,0.0,(tidak ada sinyal sentimen)
Adi Hidayat,tikus tikus apa yg banyak duit 🗿🗿🗿,negative,0,-4.75,"neg=['tikus', 'tikus'] pos=[] emoji=-1.5"
Aldi Riyantoni,bang mata saya agak buram itu tulisanya video asli Apa Video Asu bang 🤣,negative,0,-2.25,neg=['asu'] pos=[] emoji=-0.5
⚡,"guru 🫶
dpr 🖕👎
tikus kota kata nya indonesia maju koruptor *anjing*",negative,0,-6.5,"neg=['tikus', 'koruptor', 'anjing'] pos=[] emoji=-1.0"
Haikal,sedangkan koruptor bebas rakyat 🗿,negative,0,-2.25,neg=['koruptor'] pos=[] emoji=-0.5
Suci Ati,Lho koen pinter opo biyen gak di sekolahno po gak guru sing ngajari koen..kok iso guru dosen dadi beban Negara,negative,0,-2.0,"neg=['beban', '[beban negara]'] pos=['pinter'] emoji=0.0"
Hj Any_ mach,Dpr aja gaji dikurangi disumbangkan untuk guru2,neutral,1,0.0,(tidak ada sinyal sentimen)
waldudut,media ini di bayar berapa sama sri mulyono,negative,0,-2.0,neg=['[bayar berapa]'] pos=[] emoji=0.0
Beno.zee,sama aja artinya....beda ungkapan😔😔😔,negative,0,-1.0,neg=['[sama saja]'] pos=[] emoji=0.0
frisky compack,video asli diambil tahun 2001 pakai kamera kentang 🥔,neutral,1,0.0,(tidak ada sinyal sentimen)
Fadil 🩲🩲,bapak mu juga beban negara bisanya korupsi aja🤭🤭🤭🤭,negative,0,-5.0,"neg=['beban', 'korupsi', '[beban negara]'] pos=[] emoji=0.0"
?,halahhh bacottt lu koropsi,neutral,1,0.0,(tidak ada sinyal sentimen)
whyuptri,ndasee jelehii banget,neutral,1,0.0,(tidak ada sinyal sentimen)
beatdanzzz⚡⚡🤡,kalok disini udh gw maki anj,negative,0,-2.0,neg=['anj'] pos=[] emoji=0.0
gf koyen,naikkann gajii guru di indonesia!!!!!!!,neutral,1,0.0,(tidak ada sinyal sentimen)
serr09🇪🇸,oh jadi sri mulyani gak sekolah taa👍,positive,2,0.5,neg=[] pos=[] emoji=1.0
Rasty. Dwi awlia cantik,kalau guru beban negara siapa ngajarin anak bangsa,negative,0,-3.0,"neg=['beban', '[beban negara]'] pos=[] emoji=0.0"
MillaJanikaa,hoak ya kok kaya bener,neutral,1,0.0,(tidak ada sinyal sentimen)
BG Poel,disogok berapa min🗿,negative,0,-1.25,neg=['disogok'] pos=[] emoji=-0.5
pann,kamu itu beban kita,negative,0,-1.0,neg=['beban'] pos=[] emoji=0.0
MMVII | Gen Z⚡,"lah itu DPR cuman duduk dapet 100jt sebulan, alah jem buttt jem buttt",neutral,1,0.0,(tidak ada sinyal sentimen)
Fitri Handayani,"loh itu kan program pemerintah yg mengatakan sekolah gratis. kalo di minta LG dr masyarakat itu bukan gratis Bu. jd jgn ngeluh dg masyarakat, tp ngeluh lah dg yg membuat program itu. kok tak bisa paham ya yg namanya sekolah gratis..katanya pintar...😂",positive,2,0.75,neg=[] pos=['pintar'] emoji=-0.5
Elis aweu,dpr beban negara.,negative,0,-3.0,"neg=['beban', '[beban negara]'] pos=[] emoji=0.0"
@bukanrotama,🖕,negative,0,-0.5,neg=[] pos=[] emoji=-1.0
syala,Sama aja anj bedanya partisipasi dari rakyat sementara rakyat diperas si anj ini,negative,0,-5.0,"neg=['anj', 'anj', '[sama saja]'] pos=[] emoji=0.0"
@Mus,"gak tau terimakasih sama guru
dia pinter karna guru, anaknya sekolah yang ngajarin guru, dasar bekas beban guru",negative,0,-1.0,"neg=['terimakasih(neg)', 'beban'] pos=['pinter'] emoji=0.0"
🦩,kalo g ada guru juga lu g bakal sampai situ kerjaan lu nek,neutral,1,0.0,(tidak ada sinyal sentimen)
Geminalicceess,mau real atau hoax Sri Mulyani bikin rakyat resah,negative,0,-2.0,"neg=['bohong', 'resah'] pos=[] emoji=0.0"
Apalh,"TIBA2 JADI HOAX,,, LO PIKIR RAKYAT INDO BOBLOK🗿",negative,0,-1.25,neg=['bohong'] pos=[] emoji=-0.5
᠌ᅠᅠᅠᅠ,bukti SDM indo kurang liat gni aj langsung percaya gampang di provokasi😂😂😂,negative,0,-0.75,neg=[] pos=[] emoji=-1.5
Adit,"Lu taubaca dari siapa hah bisa aja ejek guru ,, yg beban negara adalah orang korupsi 😂😂🤣🤣🤣🤣🤣",negative,0,-6.75,"neg=['beban', 'korupsi', '[beban negara]'] pos=[] emoji=-3.5"
aerulofié,tetep aja gaji DPR LEBIH TINGGI,neutral,1,0.0,(tidak ada sinyal sentimen)
👻💀☠️💤,ohh admin sekarang udah mulai gak jujur ya,negative,0,-1.0,neg=['jujur(neg)'] pos=[] emoji=0.0
S,udah Yapingnya?,neutral,1,0.0,(tidak ada sinyal sentimen)
susantosusan263,smaja blgbbeban negara itu ucpnya kn tantangan ug negara knpa hrus masyrkt yg mikirnya guru tanggung jwb negara,negative,0,-1.0,neg=['[beban negara]'] pos=['[tanggung jawab negara]'] emoji=0.0
Rizki,kok angel kameranya beda,neutral,1,0.0,(tidak ada sinyal sentimen)
Lerr x m!wa,😹😹😹,negative,0,-0.75,neg=[] pos=[] emoji=-1.5
Nur hayati,"memang tidak, tpi kesimpulanny mengarah ke 1 ttik😅😅",negative,0,-0.5,neg=[] pos=[] emoji=-1.0
Pratama.,"terus yang lu bilang wakaf, zakat,itu hukumnya sama kayak pajak ituu gimana,ga sekalian benerin,ga semua orang islam😂",negative,0,-0.25,neg=[] pos=[] emoji=-0.5
manzzror,apa apa gak denger lagi hujan deras,neutral,1,0.0,(tidak ada sinyal sentimen)
yaaaaa,bapa gw ngoceh anjir 😭ank ny gtau apa² malah nyerocos k ank ny gara² guru d katain beban negara 😭,negative,0,-5.0,"neg=['anjing', 'beban', '[beban negara]'] pos=[] emoji=0.0"
Ahmad,"""apakah semua nya harus dari negara"" tolol tolol gaji DPR yang kayak Dajjal aja besar apalagi guru yang sangat berjasa",negative,0,-4.0,"neg=['tolol', 'tolol', 'dajjal'] pos=['berjasa'] emoji=0.0"
Khanna🧕,"lu jd mntri,dlu skolah siapa yg ngajar😌",neutral,1,0.0,(tidak ada sinyal sentimen)
Alamo appalosa,"anjing pemerintah, lo yang bilang ga ngaku..takut lo puter balikan fakta bilangnya hoax",negative,0,-3.0,"neg=['anjing', 'bohong'] pos=[] emoji=0.0"
ElingEl21,"Hoax, tpi komentar IGnya dtutup😂",negative,0,-1.25,neg=['bohong'] pos=[] emoji=-0.5
.,tikus betina..belagu kau Sri Mulyani,negative,0,-2.0,neg=['tikus'] pos=[] emoji=0.0
NASARR,ellu yg beban masyarakat,negative,0,-3.0,"neg=['beban', '[beban masyarakat]'] pos=[] emoji=0.0"
may babyy,"orang bisa pinter itu dari guru , bu",positive,2,1.0,neg=[] pos=['pinter'] emoji=0.0
Wiky Teguh,"giliran anggota DPR pake uang negara ga mikir naikin, giliran gaji guru mikir2 lagi.",neutral,1,0.0,(tidak ada sinyal sentimen)
DAHLISSA DAHLAN,"lu dulu diajari membaca sama siapa
itu juga yang ajarin guru
terus lu bisa bisanya bilang guru beban negara",negative,0,-3.0,"neg=['beban', '[beban negara]'] pos=[] emoji=0.0"
mentari,lah emang engga sayang sama ibu kita kartin?,positive,2,1.0,neg=[] pos=['sayang'] emoji=0.0
lia_mut,sama ji anbule,neutral,1,0.0,(tidak ada sinyal sentimen)
🅰️zmyyy,video yang pertama itu ai ni netizen ga riset dulu sebelum nge hujat hadeh dongo😹,negative,0,-2.25,neg=['dongo'] pos=[] emoji=-0.5
saifulanam25121980,"ORANG GOBLOK SEDUNIA
WAJIB LENGSER
JAWA TIMUR BERSATU
RAKYAT KUASA
INDONESIA BICARA",negative,0,-2.0,neg=['bodoh'] pos=[] emoji=0.0
padimas🔅,raimu wilo sri sing ngewohi negoro,neutral,1,0.0,(tidak ada sinyal sentimen)
^_^,Melangkah,neutral,1,0.0,(tidak ada sinyal sentimen)
M¡lovefamzz🥷,lu bisa jadi kaya gitu karena sekolah dan di ajarkan oleh guru tanpa guru kita semua se negara tidak bisa apa apa,negative,0,-1.0,neg=['[tanpa guru]'] pos=[] emoji=0.0
kanjo22,"makna kata2 ibu..bahwa guru2 diindonesia knp jdi beban negara. apa ca maknanya * Apkh semuanya harus keuangan negara,",negative,0,-3.0,"neg=['beban', '[beban negara]'] pos=[] emoji=0.0"
𝕴𝖑𝖞𝖆𝖘 𝖕𝖊𝖗𝖒𝖆𝖓𝖆,hahahahahahahaha lebih percaya yg awal tadi,neutral,1,0.0,(tidak ada sinyal sentimen)
Ferdinan,dari pengucapan nya sudah terlihat masih mau ngeles,negative,0,-1.0,neg=['berkilah'] pos=[] emoji=0.0
nthis celvin,pecat sri mulyani @PRESIDEN PRABOWO,negative,0,-1.0,neg=['pecat'] pos=[] emoji=0.0
Natasya Anggun,"tunjangan dpr nya jgn dinaik in terus,guru itu kerja nyata",neutral,1,0.0,(tidak ada sinyal sentimen)
aisyhnevta,HALAHHH KAH,neutral,1,0.0,(tidak ada sinyal sentimen)
lala,klo g ad guru lu g bisa baca wee,neutral,1,0.0,(tidak ada sinyal sentimen)
🪐,ada ge korup yg beban bgo,negative,0,-3.0,"neg=['korupsi', 'beban'] pos=[] emoji=0.0"
🍁,Gw nyari akun real nenek ini kok gk nemu ya,neutral,1,0.0,(tidak ada sinyal sentimen)
Ari,pejabat itu beban negara baru fakta🤫,negative,0,-3.0,"neg=['beban', '[beban negara]'] pos=[] emoji=0.0"
echa04,dh lupa ingatan 🤣,negative,0,-0.25,neg=[] pos=[] emoji=-0.5
🐅 Anak Singa,"Woy Jangan Pembodohan Rakyat Terus kalian, Lihat Itu Baju Nya Sama Gak Lihat Pakai mata Jangan Lihat Pakai Kaca mata Di bilang Hoax Trus kalian Sebut😏",negative,0,-0.25,neg=['bohong'] pos=['pembodohan(neg)'] emoji=-0.5
𝙇𝘼𝙉𝙕𝙕 𝙋𝙍𝙊𝙅𝙀𝘾𝙏,suaranya aja mirip sama aslinya kok😂,negative,0,-0.25,neg=[] pos=[] emoji=-0.5
aboy,11/12 lah tu maknanye,neutral,1,0.0,(tidak ada sinyal sentimen)
heg917,"jika hoax, ya klarifikasi, somasi penyebar hoax-nya. pihak pemerintah diam saja",negative,0,-2.0,"neg=['bohong', 'bohong'] pos=[] emoji=0.0"
mariyam_053,inalillahi wainnailaihi rojiunn Bu Sri Mulyani semoga Husnul khatimah Bu Sri Mulyani sekolah yang ndidik apa jin iblis 3 Koko bicara begitu jahat hati pikiran bukan manusia ya,negative,0,-1.0,"neg=['iblis', 'jahat'] pos=['semoga', 'husnul'] emoji=0.0"
"_Rahmad,amin.",Itu real😂,negative,0,-0.25,neg=[] pos=[] emoji=-0.5
dwii.29wi,"hoax anjir
orang bodoh pasti berfikir itu asli",negative,0,-5.0,"neg=['bohong', 'anjing', 'bodoh'] pos=[] emoji=0.0"
`Vii,💔,neutral,1,0.0,(tidak ada sinyal sentimen)
Puuput,"intinya sama, beda kalimat aja 😅",negative,0,-2.25,"neg=['[intinya sama]', '[beda kalimat]'] pos=[] emoji=-0.5"
jacksonngauchin,ini video Asli,neutral,1,0.0,(tidak ada sinyal sentimen)
bilzz ajh,lwk kop mutut tuhh dexx dpr yg beban tai mkn uang haram bubarin aj dpr/ tikus berdasi,negative,0,-8.0,"neg=['beban', 'tai', 'bubarkan', 'tikus', '[uang haram]'] pos=[] emoji=0.0"
kink jamal,tapi maknanya sama kan?,negative,0,-1.0,neg=['[maknanya sama]'] pos=[] emoji=0.0
niengg,kepala bapak lu beban negara,negative,0,-3.0,"neg=['beban', '[beban negara]'] pos=[] emoji=0.0"
Ahfiza Yazmine,"Harusnya guru tanggung jawab negara,...ini koq bisa lah JD menteri ya Oalah sriiii sriii",positive,2,1.0,neg=[] pos=['[tanggung jawab negara]'] emoji=0.0
Kak Ros,"kesenjangan penghasilan. Coba kaya Finlandia, apapun jabatannya gaji nya sama, tukang sampah disana sama pejabat gaji nya sama.",neutral,1,0.0,(tidak ada sinyal sentimen)
Sumito Minto,ngomong asal jepa,neutral,1,0.0,(tidak ada sinyal sentimen)
zalsssssss,anj,negative,0,-2.0,neg=['anj'] pos=[] emoji=0.0
NM,karna gaji di habiskan tuk dpr yg lain gk ke bagian gaji lu bisa tuk menafkahi 10 kluarga lol,neutral,1,0.0,(tidak ada sinyal sentimen)
.,😫,neutral,1,0.0,(tidak ada sinyal sentimen)
Jamal al,"koplak,,,",negative,0,-2.0,neg=['koplak'] pos=[] emoji=0.0
_Roh🕷🕷,😏,negative,0,-0.25,neg=[] pos=[] emoji=-0.5
DXC-ABI,"harus pake uang Masyarakat, masyarakatnya aja miskin",neutral,1,0.0,(tidak ada sinyal sentimen)
nia,kenapa cacing ngk bersarang di otak nya ya,neutral,1,0.0,(tidak ada sinyal sentimen)
han,emg yg ai buat sama yg dia bilang apa bedanya sih? toh perkataan nya arahnya ke situ kan?? BEBAN???,negative,0,-1.0,neg=['beban'] pos=[] emoji=0.0
bintangdenai,dia mau dilimpahkan ke rakyat rakyat lagi rakyat lagi lol,neutral,1,0.0,(tidak ada sinyal sentimen)
daenk,DPR ITU BEBAN NEGARA,negative,0,-3.0,"neg=['beban', '[beban negara]'] pos=[] emoji=0.0"
Jakunlengser | Herbal Rempah,"terlepas dari kebijakan menkeu soal pajak kemarin2, tapi yang bikin video AI ini lagi panen dosa, jatohnya fitnah karena banyak warga yg belum melek dengan AI jadi terpengaruh dan berprasangka buruk.. 🫣",negative,0,-1.0,neg=['fitnah'] pos=[] emoji=0.0
abyy_ gzz,gw tau segalanya,neutral,1,0.0,(tidak ada sinyal sentimen)
abyy_ gzz,bapak kau,neutral,1,0.0,(tidak ada sinyal sentimen)
Fyyn,tanpa guru mulyai bukan siapa siapa,negative,0,-1.0,neg=['[tanpa guru]'] pos=[] emoji=0.0
Refnita chlotes,"yg saya baca ni ya,BKN beban yg bnyk yg orang pikirkan.maksudnya negara LG mikirin gmn cara nya guru itu rileks saat mengajar,dan itu gaji nya hrus di naikin,supaya guru fokus ngajar murid"" nya🙏🙏",positive,2,2.0,neg=[] pos=['beban(neg)'] emoji=2.0
??,alah dari pada loo tukang korupsi makan duit rakyat bacoot,negative,0,-4.0,"neg=['korupsi', '[makan duit rakyat]'] pos=[] emoji=0.0"
ardhy,si joko sama mulyono sama saja suka ngeles,negative,0,-2.0,"neg=['berkilah', '[sama saja]'] pos=[] emoji=0.0"
unayy rudi mawardi,dia menu makan nya apa yaaa sodara2....kucubung kah....,neutral,1,0.0,(tidak ada sinyal sentimen)
Nabill sagitarius,Sri Mulyani beban rakyat,negative,0,-3.0,"neg=['beban', '[beban rakyat]'] pos=[] emoji=0.0"
.,😝,neutral,1,0.0,(tidak ada sinyal sentimen)
Kolo Bendono,ternyata q slh faham... percaya hasutan berita.... ngasih berita kok hoax... itu namanya adu domba....,negative,0,-3.0,"neg=['bohong', '[adu domba]'] pos=[] emoji=0.0"
udinsukaberisik,"tantangan keuangan negara bapamu ,duit nya masuk ke kamu",neutral,1,0.0,(tidak ada sinyal sentimen)
Chinchux,ini palsu,negative,0,-1.0,neg=['palsu'] pos=[] emoji=0.0
Mirza,riil asli,neutral,1,0.0,(tidak ada sinyal sentimen)
Judgment,masih banyak warga indo yg belum bedain mana AI mana yg asli,neutral,1,0.0,(tidak ada sinyal sentimen)
puguhsantoso,"ora enek guru, trs muridte goblok Kabeh to Bu Buu..",negative,0,-2.0,neg=['bodoh'] pos=[] emoji=0.0
Naello__o,"gawat kau tau wak, gaji guru itu kecil, dan heran nya guru ttd surat gaji 60rb dan yg di Terima guru cuman 45rb 🥺🥺🥺 mungkin kepala dinas nya juga motong x ya",positive,2,1.5,neg=[] pos=[] emoji=3.0
awan,mau video ke 1 atau yg ke 2 intinya tetap di anggap beban 😏,negative,0,-1.25,neg=['beban'] pos=[] emoji=-0.5
Good Day🤩🤩,"di bayar berapa,bilang ini hoax",negative,0,-3.0,"neg=['bohong', '[bayar berapa]'] pos=[] emoji=0.0"
Aan Naa,matanya kedip woi,neutral,1,0.0,(tidak ada sinyal sentimen)
siap 86,apa arti nya PNS bu.klo masyarakat ikut partisipasi.,neutral,1,0.0,(tidak ada sinyal sentimen)
Gregorius b.s,Lu Udah jadi baru bilang guru beban negara,negative,0,-3.0,"neg=['beban', '[beban negara]'] pos=[] emoji=0.0"
harismars,"#DPR ITU BEBAN NEGARA
#PARTAI ITU BEBAN NEGARA
#PEJABAT HARUS GAJI UMR
#DANA PESIUNAN ITU BEBAN NEGARA",negative,0,-5.0,"neg=['beban', 'beban', 'beban', '[beban negara]'] pos=[] emoji=0.0"
gotzy,kelihatan bgt akun media sosial sekarang udah kelihatan di bayar sama pahak tertentu contoh nya akun ini,neutral,1,0.0,(tidak ada sinyal sentimen)
DutaFootball🇮🇩,ditimpa cik😹,negative,0,-0.25,neg=[] pos=[] emoji=-0.5
Ryoo.,"plis ripot akun yg nyebar hoax ini
berita macam apa nyebar hoax
ripot biar ke ban",negative,0,-2.0,"neg=['bohong', 'bohong'] pos=[] emoji=0.0"
Nadz💋,lu tnp guru emng bisa jadi dpr?,neutral,1,0.0,(tidak ada sinyal sentimen)
anakbaiq🦭,Mungkin bener yg pertama ai krn dia merangkum inti dr kata2 SM yg panjang mungkin ya😂,negative,0,-0.25,neg=[] pos=[] emoji=-0.5
FA🦖,bisa di sante ngk sih ni orang,neutral,1,0.0,(tidak ada sinyal sentimen)
Ca🍰,Sama ajaa. Cuma penyampaian nya yg lebih terstruktur 😂 “apa semua harus pake uang negara? Atau ada partisipasi dari masyarakat?”,negative,0,-0.25,neg=[] pos=[] emoji=-0.5
muhlis,"hoaxx 🤣🤣🤣, sdh takut ya sama rakyat makanya bilang hoax, mulut mu harimaumu, awas kalian sdh di tandai oleh rakyat, nunggu waktu tgl 25 😂😂",negative,0,-3.25,"neg=['bohong', '[mulut mu]'] pos=[] emoji=-2.5"
fiola,"membalikan fakta
sama aja masih dibilang beban @prabowo_subianto_1 @gibran_rakabuming",negative,0,-2.0,"neg=['beban', '[sama saja]'] pos=[] emoji=0.0"
fiola,membalikan fakta🤍🙏,positive,2,1.0,neg=[] pos=[] emoji=2.0
"muh,rafa",anak cucumu /ketunanmu jamgan disekolahin ya bu,neutral,1,0.0,(tidak ada sinyal sentimen)
𝘤𝘩𝘪𝘬𝘢𝘢 ദ്ദി˶˃ ᵕ ˂ )✧,"1 kata lucu
""hoax"" 🤭",negative,0,-1.0,neg=['bohong'] pos=[] emoji=0.0
joker🤡,ngomong ama beduq,neutral,1,0.0,(tidak ada sinyal sentimen)
ernilusianaa3,Itu real cuy😂,negative,0,-0.25,neg=[] pos=[] emoji=-0.5
secondchoice,dia pernah sekolah tanpah guru kocakkkk🤣🤣🤣🤣🤣🤣🤣,negative,0,-1.75,neg=[] pos=[] emoji=-3.5
AS,masak ai bajunya tetap sama,negative,0,-1.0,neg=['[tetap sama]'] pos=[] emoji=0.0
Fourtwenty,"ayolah teman real atau hoax atau fake nyaa walaupun kalian taat pajak fasilitas infrastruktur kalian hanya spanduk ""AWAS JALAN BERLOBANG""
Udah gitu aja",negative,0,-1.0,neg=['bohong'] pos=[] emoji=0.0
Ansori,beban negara itu iya DPR bu,negative,0,-3.0,"neg=['beban', '[beban negara]'] pos=[] emoji=0.0"
infoo bos,"AI bisa mirip suara, tapi tidak bisa mirip wajahh. ini real",neutral,1,0.0,(tidak ada sinyal sentimen)
"Hi,aku fyaaᥫ᭡",menteri tp pola pikir nya kalangn bawah bgt yaa😭sbnrny lulus murni apa nyogok si?😭,neutral,1,0.0,(tidak ada sinyal sentimen)
HUNTER1998,ai (asli itu),neutral,1,0.0,(tidak ada sinyal sentimen)
Lynxi,Lah lu waktu kecil yang ngajar siapa jir kalo bukan guru ? Malaikat ??,negative,0,-2.0,neg=['anjing'] pos=[] emoji=0.0
NorFitri.W🦄,halah,neutral,1,0.0,(tidak ada sinyal sentimen)
abcdECKAAAA,apa bedanya sama aja kata halus😂ujung juga beban dibilangnya😂,negative,0,-3.5,"neg=['beban', '[sama saja]', '[kata halus]'] pos=[] emoji=-1.0"
Tedy Dy,dan anda itu beban masyarakat,negative,0,-3.0,"neg=['beban', '[beban masyarakat]'] pos=[] emoji=0.0"
Raffasya_13,"video pertama = RINGKASAN
video kedua = PENJELASAN
RINGKAS=JELAS😂",negative,0,-0.25,neg=[] pos=[] emoji=-0.5
Ninii..,biarpun hoax tpi maksud dri bicaranya tetap bgitu jadi ngk ada bedanya,negative,0,-1.0,neg=['bohong'] pos=[] emoji=0.0
izah,"seperti!!!!!!!!
ani"" no simpanan yes💀🙏",positive,2,0.5,neg=[] pos=[] emoji=1.0
Aneuk Aceh,ya udah...tutup jurusan keguruan di seluruh indonesia.... ckup selesaikan gtu yg sudah terlanjur jadi guru yg kamu bilang beban..padahal kamu beban rakyat....,negative,0,-4.0,"neg=['beban', 'beban', '[beban rakyat]'] pos=[] emoji=0.0"
إلهام وسيم,"""ibarat kacang lupa kulitnya""
ni orang gatau dia bisa gini karena siapa",negative,0,-4.0,"neg=['[lupa kulit]', '[kacang lupa]'] pos=[] emoji=0.0"
andri kurniyadi shop,segitu jelas nya di bilang hoax ngeles aja ini orang,negative,0,-2.0,"neg=['bohong', 'berkilah'] pos=[] emoji=0.0"
Koala Koala,"konteks nya sama,cuman pake bahasa halus aja😹",negative,0,-1.25,neg=['[bahasa halus]'] pos=[] emoji=-0.5
"SITI MURYATI,S.Pd.I BANGKALAN","Kami mohon ke KPK DAN INTELIJEN NEGARA SECEPATNYA MENYELIDIKI PEJABAT PEJABAT YANG DULU PERNAH MENJABAT YG SEKIRANYA MENGGUNAKAN FASILITAS NEGARA YG TDK SEMESTINYA DAN PEJABAT YG KORUPSI YG SEKARANG DAN SEBELUMNYA DN PEJABAT INI BU SRI MULYANI SECEPATNYA DI SELIDIKI HARTA HARTANYA DAN DI MANA SAJA HARYANYA DAN DAPAT DARI MANA HARTANYA DAN JUGA TOLONG SELIDIKI KEBIJAKANNYA YG MERUGIKAN NEGARA DAN BANGSA DAN YG TERUTAMA MERUGIKAN RAKYAT TERUTAMA GURU,KARENA ADALAH YG BETUL BETUL BEKERJA DAN IKUT MENCERDASKAN ANAK BANGSA DAN NEGARA JUGA GURU DAN DOSEN .
DAN APA MAKSUD KATA KATA GURU BEBAN NEGARA DAN APAKAH ADA PARTISIPASI MASYARAKAT,APA INI KATA KATA SEORANG PEJABAT DAN MENTERI",negative,0,-4.0,"neg=['korupsi', 'beban', '[beban negara]'] pos=['mencerdaskan'] emoji=0.0"
Ubby,perasaan sayaa liat pidato nya ia ngmong gitu deh!?,neutral,1,0.0,(tidak ada sinyal sentimen)
rona septira,km itu pinter oleh guru mu,positive,2,1.0,neg=[] pos=['pinter'] emoji=0.0
xy. muzaky,tapi kayak nya konsep dan arah pembicaraannya sama😅,negative,0,-0.25,neg=[] pos=[] emoji=-0.5
J O R D !,sakit ya omongan orang berduit😔,neutral,1,0.0,(tidak ada sinyal sentimen)
Inisial A💢,Hahaha sedap kali negara ku ini. Drama politik tersusun serapi mungkin 🤣,negative,0,-0.25,neg=[] pos=[] emoji=-0.5
ADHiStI @L1n✔️,itu gak hoax,positive,2,1.0,neg=[] pos=['bohong(neg)'] emoji=0.0
yaftr_,"dah salah bilang hoax, dasarrr😒",negative,0,-1.25,neg=['bohong'] pos=[] emoji=-0.5
K I N G,dia yng beban negara lol korup,negative,0,-5.0,"neg=['beban', 'korupsi', '[beban negara]'] pos=[] emoji=0.0"
amnda.at🌷,lo tanpa guru gabakal jadi kaya gini kocak srikkkkkkkk,negative,0,-1.0,neg=['[tanpa guru]'] pos=[] emoji=0.0
@@@@,kalo gak ada guru dia jadi pokee,neutral,1,0.0,(tidak ada sinyal sentimen)
yz125x,"gen boomer gampang kemakan berita hoax, bukti nyata klo AI memang sangat berbahaya",negative,0,-2.0,"neg=['bohong', 'berbahaya'] pos=[] emoji=0.0"
Ngalzz,pemikiran yang bodoh 😏,negative,0,-2.25,neg=['bodoh'] pos=[] emoji=-0.5
Qillan,yang beben ituh yang korupsi,negative,0,-2.0,neg=['korupsi'] pos=[] emoji=0.0
Dar der dor,picen KA Banten,neutral,1,0.0,(tidak ada sinyal sentimen)
ramliaritonang135,misi bak anda siapa yang didik kalau bukan guru,neutral,1,0.0,(tidak ada sinyal sentimen)
Anjaya,Haoxs..hidup bu Sri Mulyani..hidupp..💪,positive,2,0.5,neg=[] pos=[] emoji=1.0
PblóEscóbar.,suki,neutral,1,0.0,(tidak ada sinyal sentimen)
Yudie890,bukan guru tapi buruh,neutral,1,0.0,(tidak ada sinyal sentimen)
M.HARIS_UN,"tadi kalimatnya ""apa semuanya harus dibebankan oleh negara?"" itu tau kalau pengeluaran banyak jadi beban negara,kenapa gaji DPR makin ditambah🗿,",negative,0,-3.25,"neg=['beban', '[beban negara]'] pos=[] emoji=-0.5"
Nuraini,DPR gaji besar. apa tsk ada tantangan. apa semua rakyat setuju . lebih berjasa guru dari pada kalian,positive,2,3.0,"neg=[] pos=['berjasa', '[jasa guru]'] emoji=0.0"
abcd,pajak itu beban negara,negative,0,-3.0,"neg=['beban', '[beban negara]'] pos=[] emoji=0.0"
abcd,pajak itu beban dunia,negative,0,-3.0,"neg=['beban', '[beban dunia]'] pos=[] emoji=0.0"
Pipit,@Ruly.s,neutral,1,0.0,(tidak ada sinyal sentimen)
saripinsaripin666@gmail.com,"gimana sih kalo dah rame bilangnya hoax,, jgn jadi pengecut lah",negative,0,-1.0,neg=['bohong'] pos=[] emoji=0.0
dvel jeans,intinya guru beban negara,negative,0,-3.0,"neg=['beban', '[beban negara]'] pos=[] emoji=0.0"
Gemini,DPR BEBAN NEGARA GAJI SEBULAN 100JUTA INDO BANYAK UTANG NGASIH EMPAN DPR,negative,0,-3.0,"neg=['beban', '[beban negara]'] pos=[] emoji=0.0"
1s7dailyuse,"kalau hasil AI, knpa ga langsung klarif?, kenapa tutup komen?🤭",negative,0,-2.0,neg=['[tutup komen]'] pos=[] emoji=0.0
Muda,yg ngedit2 semoga cepat di tangkap,positive,2,1.0,neg=[] pos=['semoga'] emoji=0.0
ipan 46,Bu maafnya sekali ya guru itu tidak berubah negara tapi yang bobot negara itu koruptor guru itu mengajar yang kita sopan santun dan etika bicara Bu maaf sekali ada kayaknya mengajarkan kita sopan santun mau jadikan kita menghitung apa-apa yang yang bukan itu kok yang bukan itu parah-para korupsi bu bukan guru,negative,0,-4.0,"neg=['koruptor', 'korupsi'] pos=[] emoji=0.0"
"CA""ULINK",penghianat Srimulyani,neutral,1,0.0,(tidak ada sinyal sentimen)
al fardals,pala kau siapa yg kasi tau hitungan lu aku masi sopon😁,negative,0,-0.25,neg=[] pos=[] emoji=-0.5
Athkas Syafi,eleh tikusss,neutral,1,0.0,(tidak ada sinyal sentimen)
Aisyah Ae Wes,ooo ngepezz la sri mulyani sekolah dulu emang di ajar demit kali ya,neutral,1,0.0,(tidak ada sinyal sentimen)
pperliiii,emang dia kecil dulu gak di ajar oleh guru?,neutral,1,0.0,(tidak ada sinyal sentimen)
Mm,alahhh penter lu,neutral,1,0.0,(tidak ada sinyal sentimen)
Erliaz Yogyakarta,jaman fitnah hati2...,negative,0,-1.0,neg=['fitnah'] pos=[] emoji=0.0
Andicole,apakah semuanya harus keuangan negara ataukah ada partisipasi dari masyarakat.astaghfirullah bukannya pajak dari rakyat,neutral,1,0.0,(tidak ada sinyal sentimen)
J,😻,neutral,1,0.0,(tidak ada sinyal sentimen)
Bumiiii,"gimana semua DPR gajihnya 3 ratus aja sebulan, semua di indonesia",neutral,1,0.0,(tidak ada sinyal sentimen)
